"N°","Institucion","Departamento","Provincia","Distrito","Representante","Sector"
"1254","Proadel - Promocion Del Desarrollo Local Sostenible","Lima","Lima","Ate","Toledo Sullon,  Carmen Rosa","Produccion/Mujer y Desarrollo Social/"
"1255","Proceso Kairos - Perú","Lima","Lima","Lima","Flores Gonzales,  Roberto Carlos","Educacion/"
"1256","Prodialogo, Prevencion Y Resolucion De Conflictos","Lima","Lima","Miraflores","Ormachea Choque,  Ivan","Mujer y Desarrollo Social/Otros/"
"1257","Proetica - Consejo Nacional Para La Ética Pública","Lima","Lima","Miraflores","Alban Peralta,  Walter Jorge","Justicia/"
"","","","","","Medina Mendez,  Jorge Hernando",""
"1258","Profonanpe","Lima","Lima","San Isidro","Moises, Paniagua Villagra","Ambiente"
"1259","Programa Andino de Cooperación y Tecnología de Organización - PACTO","Lima","Lima","San Isidro","Whittembury Quevedo,  Alvaro","Industria/Turismo/"
"1260","Programa de Apoyo Nutricional Basado en Soya (Pan-Soy)","Lima","Lima","Miraflores","Ciudad Reynaud,  Manuel Antonio","Mujer Y Desarrollo Social/Salud/"
"1261","Programa de Apoyo y Desarrollo Sostenible","Tacna","Tacna","Tacna","Romero Silva,  Christian David","Economia Y Finanzas/Educacion/Mujer Y Desarrollo Social/Pcm/"
"1262","Programa De Capacitacion Para Jovenes Sechuranos Buscando Un Futuro Mejor","Piura","Sechura","Sechura","Fiestas Curo,  Jose Feliciano","Educacion/Mujer Y Desarrollo Social/Salud/"
"1263","Programa De Desarrollo Estrategico Integral","Arequipa","Arequipa","Jose Luis Bustamante Y Rivero","Chambi Condori,,  Carlos","Educacion/"
"1264","Programa De Gestion De Recursos Sociales","Cajamarca","Cajamarca","Cajamarca","Ortiz Quiroz,  Elio Javier","Vivienda Y Construccion/"
"1265","Programa de Salud y Desarrollo Nacional","Lima","Lima","San Miguel","Calle Navarrete,  Omar William","Agricultura/Educacion/Salud/"
"1266","Programa de Soporte a la Autoayuda De Personas Seropositivas","Lima","Lima","Lima","Cruz Requenes,  Julio Cesar","Educacion/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Otros/"
"","","","","","Aquino Arias,  Elizabeth Roxana",""
"1267","Programa Laboral de Desarrollo                                                                                          ","Lima","Lima","Jesus Maria","Larco Drouilly,  Giovanna","Educacion/Mujer Y Desarrollo Social/Trabajo Y Promocion Social/"
"1268","Programa Medico Esperanza Amazonica Del Peru","Lima","Lima","Miraflores","Pila Laviste,  Elena"," Mujer Y Poblaciones Vulnerables/Salud/"
"","","","","","Mcpherson,  William",""
"1269","Progreso Panamericano","Lima","Lima","San Isidro","Gamarra Roig,  Celso Martin","Otros/"
"1270","Progreso y Desarrollo Lambayeque","Lambayeque","Chiclayo","Chiclayo","Seminario Samame,  Alejandro Francisco","Turismo/"
"1271","Proleche Andino","Lima","Lima","Ate","Flores Flores,  Victor Ignacio","Produccion/"
"1272","Promocion y Capacitacion para el Desarrollo","Lima","Lima","San Isidro","Ugarte Ubilla,  Hernan Alvaro","Educacion/Mujer y Desarrollo Social/"
"1273","Promocion y Desarrollo de La Mujer - Prodemu                                                                                     ","San Martín","San Martin","Tarapoto","Angulo Tuesta,  Flor De Belen","Educacion/Justicia/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Otros/"
"1274","Promocion y Desarrollo Rural                                                                                            ","Junín","Huancayo","El Tambo","Camborda Huaycaychuco,  Jorge Socrates","Agricultura/Industria/PCM/"
"1275","Promotora De Desarrollo Integral                                                                                        ","Ayacucho","Huamanga","Ayacucho","Tenorio Palomino,  Augusto Julio","Agricultura/Industria/Salud/"
"1276","Promotora De Obras Sociales Y De Instruccion Popular                                                                    ","Lima","Cañete","San Vicente De Cañete","Caceres Vilca,  Adhemir John","Agricultura/Salud/Pcm/"
"1277","Promotora De Proyectos Andinos                                                                                          ","Huancavelica","Huancavelica","Huancavelica","Espinoza Chamorro,  Gisella","Agricultura/Industria/Salud/"
"1278","Prosynergy","Lima","Lima","La Molina","Guarnizo Olivera,  Carlos Abelardo","Mujer y Poblaciones Vulnerables/"
"1279","Protección Ambiental y Generación de Energía Alternativa","Lima","Lima","Comas","Palomino Jurado,  David Eduardo","Justicia/Mujer Y Desarrollo Social/PCM/Otros/"
"1280","Proyeccion Y Desarrollo - Proydes","Lima","Lima","Jesus Maria","Rasillas Rovegno,  Jose Ricardo","Agricultura/Educacion/Mujer Y Desarrollo Social/Salud/"
"1281","Proyecto Andino de Tecnológias Campesinas                                                                               ","Lima","Lima","Magdalena Del Mar","Rengifo Vasquez,  Grimaldo","Agricultura/PCM/"
"1282","Proyecto de Desarrollo Integral Andino                                                                                  ","Cajamarca","Hualgayoc","Bambamarca","Galvez Bautista,  Jhon Wilman","Agricultura/Educacion/Salud/PCM/"
"1283","Proyecto de Desarrollo Sostenible Integral","Cajamarca","Jaen","Jaen","Jimenez Gerces,  Marto Amador","Mujer y Desarrollo Social/"
"1284","Proyecto Familia y Agroecología ","Moquegua","Mariscal Nieto","Samegua","Aranda Juarez,  Maria Rosa","Salud/"
"1285","Proyecto Mundo Mejor Perú","Loreto","Maynas","San Juan Bautista","Huiñac Castillejo,  Elezar Santiago","Educacion/Salud/"
"1286","Proyecto para los Valles Interandinos con Desarrollo Ambiental Sostenida","Cusco","Cusco","Santiago","Estrada Tamayo,  Lidio Wilfredo","Agricultura/Comercio Exterior y Turismo/Salud/"
"1287","Proyecto Vida en Jesús ","Cusco","Cusco","Cusco","Pinchi Condori,  Juan Bosco","Agricultura/Educacion/Salud/"
"","","","","","Guzman Bellota,  Enrique",""
"1288","Proyecto Vida Mundial","Lima","Callao","Ventanilla","Ortiz Carhuapoma,  Jhon Anderson","Mujer y Desarrollo Social/Salud/"
"1289","Proyectos de Desarrollo y Bienestar Social - Prodebis","Lima","Lima","Jesus Maria","Angeles Salazar,  Jose Guillermo","Mujer y Poblaciones Vulnerables/Educación/Justicia y Derechos Humanos/Salud/"
"1290","Psicoterapeutas sin Fronteras","Lima","Lima","San Miguel","Velez Arana,  Alejandro Jorge","Mujer y Poblaciones Vulnerables/Educación/"
"1291","Puckllay","Lima","Lima","Jesus Maria","Pajuelo Valdez,  Blanca Anabeli","Educacion/Produccion/"
"1292","Red Andina De Desarrollo Y Corresponsabilidad","Lima","Lima","San Isidro","Vizcarra Vasquez,  Juan Pablo","Educacion/Mujer y Desarrollo Social/PCM/"
"1293","Red de Acción en Agricultura Alternativa","Lima","Lima","Lima","Gomero Osorio,  Luis Abraham","Agricultura/Salud/"
"1294","Red de Agricultura Ecológica del Perú","Lima","Lima","La Victoria","Gallo Ruiz,  Luz Maria Miguelina","Agricultura/"
"","","","","","Alvarado De La Fuente,  Fernando Alberto",""
"1295","Red de Aliados para las Sociedades Abandonadas - Rasa Joven","La Libertad","Trujillo","Trujillo","Segura Huaccha,  Hernan Orlando","Educacion/Mujer y Desarrollo Social/"
"1296","Red Muqui","Lima","Lima","Jesus Maria","Jahncke Benavente,  Javier","Ambiente/Justicia Y Derechos Humanos/"
"1297","Red Nacional De Promocion De La Mujer","Lima","Lima","Jesus Maria","Herrera Calle,  Edita","Mujer y Desarrollo Social/Salud/"
"1298","Red Nacional Por Los Derechos De Las Personas Travestis, Transgeneros Y Transexuales Del Peru","Lima","Lima","Santiago De Surco","Villayzan Aguilar,  Alejandro","Salud/"
"1299","Red para la Infancia y la Familia - Perú","Lima","Lima","Santiago De Surco","Calderon Amoretti,  Raul","Educacion/Mujer Y Desarrollo Social/Salud/Pcm/"
"1300","Red Saywa - Comunicación Indígena para el Desarrollo Sostenible","Ayacucho","Huamanga","Ayacucho","Araujo Ayala,  Jang Ludmir","Mujer Y Desarrollo Social/"
"1301","Red Sida Perú","Lima","Lima","Lince","Campos Guevara,  Julia Margarita","Salud/"
"1302","Red Titikaka, Instituto De Educacion Y Comunicacion Para  El Desarrollo Humano  ","Puno","Puno","Puno","Valero Gallegos,  Juan Felipe","Mujer y Desarrollo Social/"
"1303","Red Uniendo Manos Peru","Lima","Lima","Magdalena Del Mar","Arbocco Gallardo,  Eduardo","Educacion/Mujer y Desarrollo Social/"
"","","","","","Olivera Alcocer,  Conrado",""
"1304","Redes Solidarias","Lima","Lima","La Victoria","Pulido Castillo,  Juan Guillermo","Educacion/Justicia/Mujer Y Desarrollo Social/Salud/"
"1305","Reflexion Democratica","Lima","Lima","Lima","Benavides Ganoza,  Roque Eduardo","Pcm/Otros/"
"1306","Remando Por El Callao","Lima","Lima","San Miguel","Berrios Bachoir,  Jean Franco","Industria/Comercio/"
"1307","Reskate Kultural","Piura","Piura","Piura","Paz Velasquez,  Juan Gabriel","Educacion/"
"1308","Ricchari Peru","Junín","Chanchamayo","Chanchamayo","Quintanilla Gonzales,  Heidi Diana","Cultura/ Mujer Y Poblaciones Vulnerables/Ambiente/"
"1309","Rr Asesores & Consultores","Lima","Lima","Lima","Murga Rojas,  Silvia Rosalia","Justicia/Mujer Y Desarrollo Social/"
"1310","Salud sin Limites Perú","Lima","Lima","La Victoria","Noriko Lema Dodobara,  Claudia Penelope","Salud/"
"1311","Samusocial Perú","Lima","Lima","Pueblo Libre","Raymonde Louviot,  Catherine","Trabajo y Promoción Social/PCM/Otros/"
"","","","","","Seigneurie,  Agnes Friant",""
"1312","San Javier del Perú                                                                                                  ","Lima","Lima","Ate","Peri Romero,  Nelly","Agricultura/Educación/Salud/PCM/"
"1313","Sapan Warmi Zocarey; Mujeres Emprendedoras Residentes en Lima del Distrito de El Porvenir-Chincheros-Apurimac","Lima","Lima","San Luis","Casafranca Reynaga,  Zonia","Cultura/ Mujer y Poblaciones Vulnerables/"
"1314","Sector 3 Social Venture Group","Lima","Lima","Miraflores","Querol Calderon,  Maria Ximena"," Cultura/ Mujer Y Poblaciones Vulnerables/Educacion/"
"1315","Seguridad Vial Perú","Lima","Lima","San Isidro","Lopez Johnson,  Genoveva","Ambiente/Educacion/Transportes y Comunicaciones/"
"1316","Sembrando Porvenir","Lima","Lima","La Molina","Campos Baldeon,  Mateo","Educacion/Justicia Y Derechos Humanos/Salud/"
"1317","Sense Internacional - Perú","Lima","Lima","San Borja","Zevallos Arevalo,  Ricardo Alberto","Mujer Y Desarrollo Social/"
"1318","Sensibilizacion, Diagnóstico y Análisis","Lima","Lima","Lima","Vasquez Aquije,  Belsy Rissie","Educacion/Mujer y Desarrollo Social/Salud/Trabajo y Promocion Social/PCM/"
"","","","","","Alcantara Garcia,  Luis Agustin",""
"1319","Servicio Agropecuario para la Investigación y Promoción Económica","Amazonas","Condorcanqui","Nieva","Odar Alburqueque,  Roel Evaristo","Agricultura/Educacion/Comercio/Trabajo Y Promocion Social/Otros/"
"1320","Servicio de Medicinas Pro-Vida                                                                                          ","Lima","Lima","Magdalena Del Mar","Amuy Atapoma,  Sonia Olivia","Educacion/Mujer y Desarrollo Social/Salud/Otros/"
"1321","Servicio de Promoción Integral del Campesinado                                                                          ","Huancavelica","Huancavelica","Huancavelica","Martinez Quispe,,  Pablo","Agricultura/Educacion/Industria/Comercio/Salud/Trabajo y Promocion Social/Otros/"
"1322","Servicio Ecumenico de Pastoral y Estudios de la Comunicación                                                            ","Lima","Lima","Jesus Maria","Torres Lescano,  Adita Brigsr","PCM/Educación/"
"","","","","","Solari Lazarte,  Gina Marleny",""
"1323","Servicio para El Desarrollo Integral Rural - SEDIR","Ancash","Santa","Moro","Cerna Espinoza,  Juan Ronal","Agricultura Y Riego/Ambiente/Salud/"
"1324","Servicio y Desarrollo","Lima","Lima","Jesus Maria","Calle Sierra,  Saul Felix","Educacion/Industria/Mujer y Desarrollo Social/"
"1325","Servicios Educativos El Agustino                                                                                        ","Lima","Lima","El Agustino","Robles Arana,  Carmen Ines","Educacion/Industria/Mujer y Desarrollo Social/Salud/"
"1326","Servicios Educativos, Promoción y Apoyo Rural                                                                           ","Junín","Huancayo","Huancayo","Urrutia Ceruti,  Jaime Mario","Agricultura/Industria/PCM/"
"1327","Si, Da Vida","Lima","Lima","San Martin De Porres","Vincent Gallagher,  Cathal","Salud/"
"1328","Social Capital For Development","Lima","Lima","San Juan De Lurigancho","Quispe Vargas,  Linda Cristina"," Cultura/Ambiente/Desarrollo e Inclusión Social/"
"1329","Sociedad Peruana de Derecho Ambiental                                                                                   ","Lima","Lima","San Isidro","Solano Morales,  Pedro Fernando","Agricultura/Educación/Justicia/Salud/PCM/Otros/"
"1330","Sociedad Peruana De Ecodesarrollo","Lima","Lima","Miraflores","De La Cruz Rengifo,  Miguel","Agricultura/Educacion/Industria/Comercio/Salud/Trabajo y Promoción Social/PCM/"
"1331","Sociedad Peruana De La Cruz Roja","Lima","Lima","Lima","Garcia Roca,  Maria Josefina","Educacion/Salud/"
"1332","Sociedad y Discapacidad: Estudios, Asesoría e Integración de la Persona con Discapacidad","Lima","Lima","Jesus Maria","Vasquez Encalada,  Alberto","Mujer y Poblaciones Vulnerables/Justicia y Derechos Humanos/"
"1333","Socios Perú: Centro de Colaboración Cívica","Lima","Lima","Miraflores","Caravedo Molinari,  Baltazar","PCM/"
"","","","","","Salazar Couto,  Carlos Alberto",""
"1334","Solidaridad Mundial para el Desarrollo","Ayacucho","Huamanga","Ayacucho","Bajalqui Tenorio,  Refael","Mujer y Desarrollo Social/"
"1335","Solidaridad y Calidad de Vida","Ica","Ica","Ica","Montesinos Avalos,  Arcadio","Agricultura/Mujer y Desarrollo Social/Otros/"
"1336","Solidaritas Perú","Lima","Lima","Chorrillos","Ormeño Caycho,  Eddy Alexis","Educacion/Salud/Otros/"
"1337","Soluciones Empresariales Contra La Pobreza","Lima","Lima","San Isidro","Arribas Berendsohn,  Juan Manuel","Presidencia del Consejo de Ministros/Trabajo y Promoción del Empleo/"
"1338","Sonccollay Perú, Corazoncito Perú","Lima","Lima","Lurigancho","Meza Huamancayo,  Patricia Milagro","Educacion/Mujer y Desarrollo Social/Salud/"
"1339","Sonrisa Feliz","Lima","Lima","San Martin De Porres","Chavez Franco,  Lorenzo","Agricultura/Educacion/Industria/Otros/"
"1340","Sonrisas para el Futuro","Lima","Lima","Santiago De Surco","Angulo Fernandez,  Cesar Eulogio","Educacion/Mujer y Desarrollo Social/Salud/"
"1341","Sumbi","Lima","Lima","Barranco","Vasquez De Velasco Vasquez De Velasco,  Maria Del Carmen","Educacion/Justicia/Salud/"
"","","","","","Bernales Pacheco,  Manuel Ignacio",""
"1342","Taller de Capacitación e Investigación Familiar                                                                         ","Lima","Lima","Jesus Maria","Bravo-Garcia Ampuero,  Cecilia","Agricultura/Educacion/Salud/PCM/"
"1343","Taller de Educación y Comunicación a Través del Arte Arena y Esteras","Lima","Lima","Villa El Salvador","Mejia Zuñiga,  Cesar Arturo","Mujer y Desarrollo Social/"
"1344","Taller de Promoción Andina","Ayacucho","Huamanga","Ayacucho","Meneses Rojas,  Ruben Alfredo","Agricultura/Educacion/Industria/"
"","","","","","Hinostroza Molero,  Florencio",""
"1345","Tarea Asociación de Publicaciones Educativas                                                                           ","Lima","Lima","Pueblo Libre","Hidalgo Collazos,  Liliam Teresa","Educación/"
"1346","Tecsup Nº1","Lima","Lima","Santa Anita","Hochschild Beeck,  Eduardo","Educación/"
"","","","","","Muñoz Diaz,  Dante",""
"1347","Terra Viridis","Lima","Lima","Santiago De Surco","Lopez Suarez,  Luis Enrique Martin","Ambiente/Educacion/Presidencia del Consejo de Ministros/"
"1348","The Peru Children´S Trust - Huancayo","Junín","Huancayo","El Tambo","Zea Gutierrez,  David","Mujer y Poblaciones Vulnerables/Educacion/"
"1349","The Vine Trust (Peru)","Lima","Lima","Miraflores","Mcpherson,  William","Mujer y Desarrollo Social/Salud/"
"","","","","","Schiappa Pietra Cubas,  Oscar Javier",""
"1350","Tierra de Niñ@S","Lima","Lima","Lince","Aviles Silva,  Percy Benjamin","Educacion/Mujer y Desarrollo Social/Salud/Vivienda y Construccion/"
"1351","Tierra Prometida","Huánuco","Leoncio Prado","Rupa-Rupa","Alegria Rios,  Lita","Agricultura/Mujer y Desarrollo Social/"
"1352","Tierra y Ser","Lima","Lima","Santiago De Surco","Schaefer Cuculiza,  Lilian Erika Elia","Educacion/Mujer y Desarrollo Social/Salud/"
"1353","Trabajo de mi Silencio","Cusco","Calca","Calca","Gutierrez Truyenque,  Juliza","Educacion/Mujer y Desarrollo Social/"
"1354","Transparencia","Lima","Lima","San Isidro","Tavara Castillo,  Gerardo","Justicia/PCM/"
"","","","","","Ortiz De Zevallos Madueño,  Felipe Arturo",""
"1355","Un Día de Esperanza","Lima","Callao","Bellavista","Liebana Rosell,  Jorge Esteban","Salud/"
"1356","Un Futuro para Todos - Perú","Lima","Lima","San Martin De Porres","Ambrosio Espinoza,  Yoel","Mujer y Poblaciones Vulnerables/Educación/Salud/"
"1357","Un Mundo de Todos, Recursos Solidarios","La Libertad","Trujillo","Trujillo","Alarco Sanchez,  Fanny Rosemary","Educacion/Salud/"
"1358","Una Luz de Esperanza para los más Necesitados","Huánuco","Huanuco","Amarilis","Hernandez Perez,  Ojilvie","Agricultura/Producción/"
"1359","Uniendo Corazones en el Mundo","Lima","Lima","San Borja","Ortiz Centy,  Bertin Rolando","Agricultura/Educacion/Industria/Salud/Pcm/Otros/"
"1360","Unión Cultural Latinoamericana - Perú","Junín","Huancayo","El Tambo","Atao Espinoza,  Eduardo Alejandro","Cultura/ Mujer y Poblaciones Vulnerables/"
"1361","Union de Comunidades Nativas Awajun - Wampis para La Conservación de la Reserva Comunal Tunta Nain","Amazonas","Condorcanqui","Nieva","Inchipis,  Daniel Francisco","Agricultura y Riego/Ambiente/"
"1362","Unión por la Ecología, Medio Ambiente, Planeamiento, Pobreza y Regiones","Lima","Lima","San Isidro","Quintanilla Quintanilla,  Edgardo Anibal","Agricultura/Ambiente/"
"1363","Universidad Coherente","Lima","Lima","Miraflores","Mori Valenzuela,  Jorge","Educación/"
"1364","Uqllay Pacha","Arequipa","Arequipa","Arequipa","Miranda Llaiqui,  Monica Renata","Cultura/Ambiente/"
"1365","Urku Estudios Amazónicos ","San Martín","San Martin","Tarapoto","Vecco Giove,  Carlos Daniel","Agricultura/Educacion/Turismo/Trabajo Y Promocion Social/Otros/"
"1366","Vacrecer Rural","La Libertad","Trujillo","Trujillo","Bocanegra Merino,  Wilfredo Santiago","Cultura/ Mujer y Poblaciones Vulnerables/Educacion/"
"1367","Valoración Oportuna para la Conservación Económica Sostenible de La Amazonía","Madre De Dios","Tambopata","Tambopata","Huayllani Huamani,  Pablo Cesar"," Mujer Y Poblaciones Vulnerables/Agricultura y Riego/Ambiente/Educacion/Salud/"
"1368","Valores para la Vida ","Lima","Lima","San Isidro","Tejada Noriega,  Carlos Alberto","Agricultura/Educacion/Mujer y Desarrollo Social/Salud/Trabajo y Promocion Social/"
